2026-04-06T11:54:02.956033Z [info     ] Server started in 6.02s        [browser_opener] api_variant=local_dev langgraph_api_version=0.7.24 message='Server started in 6.02s' thread_name='Thread-3 (_open_browser)'
2026-04-06T13:28:09.847895Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:28:10.234390Z [info     ] 2 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:28:20.043777Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:28:30.148207Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:28:40.259995Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:28:50.356175Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:28:51.889559Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_1
2026-04-06T13:28:52.415726Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_0
2026-04-06T13:29:00.391512Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:29:00.763692Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:29:10.550623Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:29:10.912873Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:29:17.728412Z [info     ] 1 change detected              [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:29:20.705427Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:29:21.076071Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:29:30.932262Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:29:41.061737Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:29:51.202861Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:29:52.399651Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_1
2026-04-06T13:29:52.930913Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_0
2026-04-06T13:30:01.247074Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:30:11.403497Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:30:21.411154Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:30:21.779781Z [info     ] 2 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:30:31.618572Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:30:32.005453Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:30:41.951843Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:30:48.180611Z [info     ] HTTP Request: POST https://api.smith.langchain.com/v1/metadata/submit "HTTP/1.1 204 No Content" [httpx] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:30:48.190074Z [info     ] Successfully submitted metadata to LangSmith instance [langgraph_api.metadata] api_variant=local_dev langgraph_api_version=0.7.24 n_nodes=0 n_runs=0 thread_name=MainThread
2026-04-06T13:30:51.959098Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:30:52.332906Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:30:52.637216Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_0
2026-04-06T13:30:53.168762Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_1
2026-04-06T13:31:02.192626Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:31:12.290508Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:31:22.482972Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:31:32.547360Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:31:42.687488Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:31:52.804970Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:31:53.013081Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_0
2026-04-06T13:31:53.527684Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_1
2026-04-06T13:31:59.994958Z [info     ] 3 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:32:02.945534Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:32:13.015591Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:32:23.196979Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:32:33.277993Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:32:43.486216Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:32:53.280663Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_0
2026-04-06T13:32:53.611973Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:32:53.792770Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_1
2026-04-06T13:33:03.741607Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:33:13.866859Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:33:23.936057Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:33:24.301535Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:33:34.174733Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:33:44.299142Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:33:53.729509Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_0
2026-04-06T13:33:54.252621Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_1
2026-04-06T13:33:54.463639Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:34:04.566484Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:34:04.965924Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:34:14.895738Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:34:15.285988Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:34:25.299073Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:34:25.797893Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:34:35.692606Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:34:45.906664Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:34:53.873896Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_0
2026-04-06T13:34:54.418224Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_1
2026-04-06T13:34:55.998560Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:34:57.073558Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:06.331587Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:06.717862Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:16.595000Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:16.997625Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:27.020268Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:27.466249Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:37.699328Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:38.121239Z [info     ] 2 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:48.088328Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:48.553840Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:49.231081Z [info     ] HTTP Request: POST https://api.smith.langchain.com/v1/metadata/submit "HTTP/1.1 204 No Content" [httpx] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:49.252706Z [info     ] Successfully submitted metadata to LangSmith instance [langgraph_api.metadata] api_variant=local_dev langgraph_api_version=0.7.24 n_nodes=0 n_runs=0 thread_name=MainThread
2026-04-06T13:35:54.220734Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_1
2026-04-06T13:35:54.856976Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_0
2026-04-06T13:35:58.504366Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:35:58.928810Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:36:08.743440Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:36:09.134127Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:36:19.062405Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:36:19.455205Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:36:29.311782Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:36:29.700698Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:36:39.575792Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:36:39.996132Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:36:49.906452Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:36:50.508196Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:36:54.643316Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_1
2026-04-06T13:36:55.216790Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_0
2026-04-06T13:37:00.338981Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:37:00.777929Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:37:10.631549Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:37:11.027074Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:37:21.189714Z [info     ] 13 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:37:31.205961Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:37:31.698939Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:37:41.532286Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:37:41.953959Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:37:51.851805Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:37:52.231070Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:37:55.098602Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_1
2026-04-06T13:37:55.669523Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_0
2026-04-06T13:38:02.153768Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:38:02.609020Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:38:12.550843Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:38:12.993722Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:38:22.891228Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:38:23.331351Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:38:33.251452Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:38:33.735698Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:38:43.572790Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:38:44.009656Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:38:53.908643Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:38:54.290907Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:38:55.518474Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_1
2026-04-06T13:38:56.086176Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_0
2026-04-06T13:39:04.342585Z [info     ] 8 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:39:04.790295Z [info     ] 6 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:39:14.829919Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:39:15.224457Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:39:25.149489Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:39:25.548388Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:39:35.514834Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:39:36.075628Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:39:46.147070Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:39:46.562541Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:39:55.779904Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_1
2026-04-06T13:39:56.343003Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_0
2026-04-06T13:39:56.459668Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:39:56.857884Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:06.775881Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:07.199920Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:17.088503Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:17.480412Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:27.395255Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:27.791188Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:37.651466Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:38.041147Z [info     ] 2 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:47.886100Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:48.274978Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:49.985132Z [info     ] HTTP Request: POST https://api.smith.langchain.com/v1/metadata/submit "HTTP/1.1 204 No Content" [httpx] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:49.998147Z [info     ] Successfully submitted metadata to LangSmith instance [langgraph_api.metadata] api_variant=local_dev langgraph_api_version=0.7.24 n_nodes=0 n_runs=0 thread_name=MainThread
2026-04-06T13:40:55.974109Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_0
2026-04-06T13:40:56.505511Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_1
2026-04-06T13:40:58.168322Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:40:58.552307Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:41:08.467774Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:41:08.929874Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:41:18.753808Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:41:19.159070Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:41:29.081384Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:41:29.486174Z [info     ] 4 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:41:39.364696Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:41:39.763199Z [info     ] 2 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:41:49.614559Z [info     ] 11 changes detected            [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:41:50.006212Z [info     ] 3 changes detected             [watchfiles.main] api_variant=local_dev langgraph_api_version=0.7.24 thread_name=MainThread
2026-04-06T13:41:56.153382Z [info     ] Worker stats                   [langgraph_runtime_inmem.queue] active=0 api_variant=local_dev available=1 langgraph_api_version=0.7.24 max=1 thread_name=asyncio_0
2026-04-06T13:41:56.665261Z [info     ] Queue stats                    [langgraph_runtime_inmem.queue] api_variant=local_dev langgraph_api_version=0.7.24 n_pending=0 n_running=0 pending_runs_wait_time_max_secs=None pending_runs_wait_time_med_secs=None pending_unblocked_runs_wait_time_max_secs=None thread_name=asyncio_1
